A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Elinor,Mr. Willoughby,188,189,i flatter myself that even under the disadvantage of better rooms and a broader staircase you will hereafter find your own house as faultless as you now do this,there certainly are circumstances which might greatly endear it to me but this place will always have one claim of my affection which no other can possibly share how often did i wish when i was at allenham this time twelvemonth that barton cottage were inhabited i never passed within view of it without admiring its situation and grieving that no one should live in it how little did i then think that the very first news i should hear from mrs smith when i next came into the country would be that barton cottage was taken and i felt an immediate satisfaction and interest in the event which nothing but a kind of prescience of what happiness i should experience from it can account for must it not have been so marianne and yet this house you would spoil mrs dashwood you would rob it of its simplicity by imaginary improvement and this dear parlour in which our acquaintance first began and in which so many happy hours have been since spent by us together you would degrade to the condition of a common entrance and every body would be eager to pass through the room which has hitherto contained within itself more real accommodation and comfort than any other apartment of the handsomest dimensions in the world could possibly afford you are a good woman your promise makes me easy extend it a little farther and it will make me happy tell me that not only your house will remain the same but that i shall ever find you and yours as unchanged as your dwelling and that you will always consider me with the kindness which has made everything belonging to you so dear to me,Marianne; Mr. Willoughby; Mrs. Dashwood,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,189,190,there certainly are circumstances which might greatly endear it to me but this place will always have one claim of my affection which no other can possibly share how often did i wish when i was at allenham this time twelvemonth that barton cottage were inhabited i never passed within view of it without admiring its situation and grieving that no one should live in it how little did i then think that the very first news i should hear from mrs smith when i next came into the country would be that barton cottage was taken and i felt an immediate satisfaction and interest in the event which nothing but a kind of prescience of what happiness i should experience from it can account for must it not have been so marianne and yet this house you would spoil mrs dashwood you would rob it of its simplicity by imaginary improvement and this dear parlour in which our acquaintance first began and in which so many happy hours have been since spent by us together you would degrade to the condition of a common entrance and every body would be eager to pass through the room which has hitherto contained within itself more real accommodation and comfort than any other apartment of the handsomest dimensions in the world could possibly afford you are a good woman your promise makes me easy extend it a little farther and it will make me happy tell me that not only your house will remain the same but that i shall ever find you and yours as unchanged as your dwelling and that you will always consider me with the kindness which has made everything belonging to you so dear to me,shall we see you tomorrow to dinner i do not ask you to come in the morning for we must walk to the park to call on lady middleton,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Mr. Willoughby,191,192,is anything the matter with her is she ill,i hope not it is i who may rather expect to be ill for i am now suffering under a very heavy disappointment,Elinor; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,194,195,yes for i am unable to keep my engagement with you mrs smith has this morning exercised the privilege of riches upon a poor dependent cousin by sending me on business to london i have just received my dispatches and taken my farewell of allenham and by way of exhilaration i am now come to take my farewell of you,to london and are you going this morning,Elinor; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Mr. Willoughby,195,196,to london and are you going this morning,almost this moment,Elinor; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,196,197,almost this moment,this is very unfortunate but mrs smith must be obliged and her business will not detain you from us long i hope,Elinor; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Mr. Willoughby,197,198,this is very unfortunate but mrs smith must be obliged and her business will not detain you from us long i hope,you are very kind but i have no idea of returning into devonshire immediately my visits to mrs smith are never repeated within the twelvemonth,Elinor; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,198,199,you are very kind but i have no idea of returning into devonshire immediately my visits to mrs smith are never repeated within the twelvemonth,and is mrs smith your only friend is allenham the only house in the neighbourhood to which you will be welcome for shame willoughby can you wait for an invitation here,Elinor; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Mr. Willoughby,199,200,and is mrs smith your only friend is allenham the only house in the neighbourhood to which you will be welcome for shame willoughby can you wait for an invitation here,you are too good,Elinor; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,200,201,you are too good,i have only to add my dear willoughby that at barton cottage you will always be welcome for i will not press you to return here immediately because you only can judge how far that might be pleasing to mrs smith and on this head i shall be no more disposed to question your judgment than to doubt your inclination,Elinor; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Mr. Willoughby,201,202,i have only to add my dear willoughby that at barton cottage you will always be welcome for i will not press you to return here immediately because you only can judge how far that might be pleasing to mrs smith and on this head i shall be no more disposed to question your judgment than to doubt your inclination,my engagements at present are of such a nature that i dare not flatter myself it is folly to linger in this manner i will not torment myself any longer by remaining among friends whose society it is impossible for me now to enjoy,Elinor; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,202,203,my engagements at present are of such a nature that i dare not flatter myself it is folly to linger in this manner i will not torment myself any longer by remaining among friends whose society it is impossible for me now to enjoy,our dear willoughby is now some miles from barton elinor and with how heavy a heart does he travel,Elinor; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
