pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00714,Mrs. Weston,Emma,1239,756,on the misery of what she had suffered during the concealment of so many months she was energetic this was one of her expressions and the quivering lip emma which uttered it was an attestation that i felt at my heart,you will get nothing to the purpose from miss bates she will be all delight and gratitude but she will tell you nothing she will not even listen to your questions i see no advantage in consulting miss bates,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
00715,Mrs. Weston,Emma,1241,641,wrong no one i believe can blame her more than she is disposed to blame herself said she she continued,very well and if he had intended to give her one he would have told her so,Emma,F,intermediate,F,major,Emma,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
00716,Mrs. Weston,Emma,1243,1212,yes i have no doubt of her being extremely attached to him,much indeed if a woman can ever be excused for thinking only of herself it is in a situation like jane fairfax s of such one may almost say that a very pretty trick you have been playing me upon my word this was a device i suppose to sport with my curiosity and exercise my talent of guessing but you really frightened me i thought you had lost half your property at least and here instead of its being a matter of condolence it turns out to be one of congratulation i congratulate you mr weston with all my heart on the prospect of having one of the most lovely and accomplished young women in england for your daughter,Emma,F,intermediate,F,major,Emma,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
00717,Mrs. Weston,Emma,1245,1199,on your side my love it was very innocently done but she probably had something of that in her thoughts when alluding to the misunderstandings which he had given us hints of before one natural consequence of the evil she had involved herself in was that of making her unreasonable the consciousness of having done amiss had exposed her to a thousand inquietudes and made her captious and irritable to a degree that must have been that had been hard for him to bear said she she then began to speak of you and of the great kindness you had shewn her during her illness and with a blush which shewed me how it was all connected desired me whenever i had an opportunity to thank you i could not thank you too much for every wish and every endeavour to do her good she was sensible that you had never received any proper acknowledgment from herself,good god mrs smallridge too jane actually on the point of going as governess what could he mean by such horrible indelicacy to suffer her to engage herself to suffer her even to think of such a measure,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00718,Mrs. Weston,Emma,1247,391,we have not yet had the letter we are so anxious for you know but i hope it will soon come are you well my emma,but she is so fond of the nephew he is so very great a favourite now according to my idea of mrs churchill it would be most natural that while she makes no sacrifice for the comfort of the husband to whom she owes every thing while she exercises incessant caprice towards him she should frequently be governed by the nephew to whom she owes nothing at all,Emma,F,intermediate,F,major,Emma,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00719,Emma,Mrs. Weston,383,620,yes it seems to depend upon nothing but the ill humour of mrs churchill which i imagine to be the most certain thing in the world,oh yes but how they were conveyed hither the manner of their coming,Mrs. Weston,F,major,F,intermediate,Emma,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
00720,Emma,Mrs. Weston,387,628,and so you do not consider this visit from your son as by any means certain i am sorry for it the introduction must be unpleasant whenever it takes place and the sooner it could be over the better,nay she has always been a first favourite with him as you very well know,Mrs. Weston,F,major,F,intermediate,Emma,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
00721,Emma,Mrs. Weston,389,632,he ought to come if he could stay only a couple of days he ought to come and one can hardly conceive a young man s not having it in his power to do as much as that a young woman if she fall into bad hands may be teased and kept at a distance from those she wants to be with but one cannot comprehend a young man s being under such restraint as not to be able to spend a week with his father if he likes it,imprudent if you please but not mad excepting inequality of fortune and perhaps a little disparity of age i can see nothing unsuitable,Mrs. Weston,F,major,F,intermediate,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
00722,Emma,Mrs. Weston,391,1245,but she is so fond of the nephew he is so very great a favourite now according to my idea of mrs churchill it would be most natural that while she makes no sacrifice for the comfort of the husband to whom she owes every thing while she exercises incessant caprice towards him she should frequently be governed by the nephew to whom she owes nothing at all,on your side my love it was very innocently done but she probably had something of that in her thoughts when alluding to the misunderstandings which he had given us hints of before one natural consequence of the evil she had involved herself in was that of making her unreasonable the consciousness of having done amiss had exposed her to a thousand inquietudes and made her captious and irritable to a degree that must have been that had been hard for him to bear said she she then began to speak of you and of the great kindness you had shewn her during her illness and with a blush which shewed me how it was all connected desired me whenever i had an opportunity to thank you i could not thank you too much for every wish and every endeavour to do her good she was sensible that you had never received any proper acknowledgment from herself,Mrs. Weston,F,major,F,intermediate,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00723,Emma,Mrs. Weston,393,570,i shall not be satisfied unless he comes,all young people would have their little whims all young people would have their little whims,Mrs. Weston,F,major,F,intermediate,Emma,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
00724,Emma,Mrs. Weston,569,630,not till the reserve ceases towards oneself and then the attraction may be the greater but i must be more in want of a friend or an agreeable companion than i have yet been to take the trouble of conquering any body s reserve to procure one intimacy between miss fairfax and me is quite out of the question i have no reason to think ill of her not the least except that such extreme and perpetual cautiousness of word and manner such a dread of giving a distinct idea about any body is apt to suggest suspicions of there being something to conceal,i am not speaking of its prudence merely its probability,Mr. Frank Churchill; Mrs. Weston,F,major,F,intermediate,Emma,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
00725,Emma,Mrs. Weston,619,1186,how they were invited were not they,you are right it does relate to him and i will tell you directly he has been here this very morning on a most extraordinary errand it is impossible to express our surprize he came to speak to his father on a subject to announce an attachment more than an attachment indeed an engagement a positive engagement what will you say emma what will any body say when it is known that frank churchill and miss fairfax are engaged nay that they have been long engaged,Mrs. Weston,F,major,F,intermediate,Emma,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1
00726,Emma,Mrs. Weston,621,388,they walked i conclude how else could they come,yes and every delay makes one more apprehensive of other delays even if this family the braithwaites are put off i am still afraid that some excuse may be found for disappointing us i cannot bear to imagine any reluctance on his side but i am sure there is a great wish on the churchills to keep him to themselves there is jealousy they are jealous even of his regard for his father in short i can feel no dependence on his coming and i wish mr weston were less sanguine,Mrs. Weston,F,major,F,intermediate,Emma,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
