A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Mr. Amritrao,Mr. Das,1324,1326,i should object a platform confers authority,thank you very much sir thank you mr heaslop thank you ladies all,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate,APassageToIndia
Mr. Das,Mr. Mcbryde,1326,1328,thank you very much sir thank you mr heaslop thank you ladies all,not buddhist i think jain,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Mr. Mcbryde,Mahmoud Ali,1327,1329,prisoner s dupes,in which cave is the offence alleged the buddhist or the jain,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Mr. Mcbryde,Mr. Das,1332,1334,you will have an opportunity of putting such questions later mr lesley says they re buddhist and he ought to know if anyone does but may i call attention to the shape i have nothing to add at present i will now call my witnesses the facts will speak for themselves the prisoner is one of those individuals who have led a double life i dare say his degeneracy gained upon him gradually he has been very cunning at concealing as is usual with the type and pretending to be a respectable member of society getting a government position even he is now entirely vicious and beyond redemption i am afraid he behaved most cruelly most brutally to another of his guests another english lady in order to get rid of her and leave him free for his crime he crushed her into a cave among his servants however that is by the way i don t propose to call her,you could have called her yourself neither side called her neither must quote her as evidence,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Mr. Das,Ronny Heaslop,1334,1336,you could have called her yourself neither side called her neither must quote her as evidence,if the point is of any interest my mother should have reached aden,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,major,APassageToIndia
Ronny Heaslop,Mr. Das,1336,1338,if the point is of any interest my mother should have reached aden,this is no way to defend your case,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; The Nawab Badahur,M,major,M,intermediate,APassageToIndia
Mahmoud Ali,Ronny Heaslop,1341,1343,do so this trial is a farce i am going aziz aziz farewell for ever,i thought they d try something of the sort ingenious they get just like over their religion start and can t stop i m sorry for your old das he s not getting much of a show,Adela Quested; Cyril Fielding; Dr. Aziz; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,major,APassageToIndia
_unknowable,Ronny Heaslop,1346,1348,esmiss esmoor esmiss esmoor esmiss esmoor esmiss esmoor,yes old girl,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,major,APassageToIndia
Mr. Amritrao,Mr. Mcbryde,1356,1358,exactly sir he must but we had just learnt that mrs moore had important evidence which she desired to give she was hurried out of the country by her son before she could give it and this unhinged mr mahmoud ali coming as it does upon an attempt to intimidate our only other european witness mr fielding mr mahmoud ali would have said nothing had not mrs moore been claimed as a witness by the police,well i withdraw my reference i would have done so fifteen minutes ago if i had been given the chance she is not of the least importance to me,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate,APassageToIndia
Mr. Das,Mr. Amritrao,1357,1359,an extraneous element is being introduced into the case i must repeat that as a witness mrs moore does not exist neither you mr amritrao nor mr mcbryde you have any right to surmise what that lady would have said she is not here and consequently she can say nothing,i have already withdrawn it for the defence perhaps you can persuade the gentlemen outside to withdraw it too,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,minor,APassageToIndia
Mr. Mcbryde,Mr. Das,1358,1360,well i withdraw my reference i would have done so fifteen minutes ago if i had been given the chance she is not of the least importance to me,i am afraid my powers do not extend so far,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Mr. Amritrao,Mr. Mcbryde,1359,1361,i have already withdrawn it for the defence perhaps you can persuade the gentlemen outside to withdraw it too,the prisoner and the guide took you on to the kawa dol no one else being present,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate,APassageToIndia
Mr. Das,Adela Quested,1360,1362,i am afraid my powers do not extend so far,the most wonderfully shaped of those hills yes no one else was present to my knowledge we appeared to be alone,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major,APassageToIndia
Adela Quested,Major Callendar,1366,1368,that is quite correct,now we ve got im,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop,F,major,M,intermediate,APassageToIndia
Adela Quested,Mr. Das,1380,1382,dr aziz never followed me into the cave,excuse me mr mcbryde you cannot go on i am speaking to the witness myself and the public will be silent if it continues to talk i have the court cleared miss quested address your remarks to me who am the magistrate in charge of the case and realize their extreme gravity remember you speak on oath miss quested,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,major,M,intermediate,APassageToIndia
Mr. Mcbryde,Adela Quested,1381,1383,now miss quested let us go on i will read you the words of the deposition which you signed two hours later in my bungalow,dr aziz never,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major,APassageToIndia
Mr. Das,Major Callendar,1382,1384,excuse me mr mcbryde you cannot go on i am speaking to the witness myself and the public will be silent if it continues to talk i have the court cleared miss quested address your remarks to me who am the magistrate in charge of the case and realize their extreme gravity remember you speak on oath miss quested,i stop these proceedings on medical grounds,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Adela Quested,Mr. Das,1383,1385,dr aziz never,you withdraw the charge answer me,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,major,M,intermediate,APassageToIndia
Major Callendar,Adela Quested,1384,1386,i stop these proceedings on medical grounds,i withdraw everything,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major,APassageToIndia
Adela Quested,Mr. Mcbryde,1386,1388,i withdraw everything,are you mad,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop,F,major,M,intermediate,APassageToIndia
Mr. Das,The Nawab Badahur,1389,1391,don t question her sir you have no longer the right,sahib you will have to withdraw this becomes a scandal,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Mr. Mcbryde,Mrs. Turton,1390,1392,give me time to consider,he shall not call the other witnesses we re none of us safe,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,intermediate,APassageToIndia
The Nawab Badahur,Mr. Mcbryde,1391,1393,sahib you will have to withdraw this becomes a scandal,right i withdraw,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop,M,intermediate,M,intermediate,APassageToIndia
Mrs. Turton,Mr. Das,1392,1394,he shall not call the other witnesses we re none of us safe,the prisoner is released without one stain on his character the question of costs will be decided elsewhere,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,intermediate,APassageToIndia
Mr. Mcbryde,Cyril Fielding,1393,1395,right i withdraw,what do you want here where are you going miss quested,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,major,APassageToIndia
Mr. Das,Adela Quested,1394,1396,the prisoner is released without one stain on his character the question of costs will be decided elsewhere,i don t know,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major,APassageToIndia
Adela Quested,Cyril Fielding,1404,1406,but where am i to go in it,what what have you been doing playing a game studying life or what,Cyril Fielding,F,major,M,major,APassageToIndia
A Student,Rafi,1407,1409,sir i intend these for you sir,sir i am a horse we shall be your horses,Adela Quested; Cyril Fielding; Rafi,M,minor,M,minor,APassageToIndia
Rafi,Cyril Fielding,1411,1413,no sir this is an honour for us,i don t know whether this suits you but anyhow you re safe,A Student; Adela Quested; Cyril Fielding,M,minor,M,major,APassageToIndia
Dr. Aziz,The Nawab Badahur,1417,1419,why isn t cyril following let us turn back,mr mahmoud ali this is not wise,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia
Mahmoud Ali,Dr. Aziz,1418,1420,forward forward down with the collector down with the superintendent of police,cyril again you desert,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,major,APassageToIndia
The Nawab Badahur,Hamidullah,1419,1421,mr mahmoud ali this is not wise,yet some orderly demonstration is necessary otherwise they will still think we are afraid,Dr. Aziz; Hamidullah; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia
Dr. Aziz,Mahmoud Ali,1420,1422,cyril again you desert,down with the civil surgeon rescue nureddin,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia
Mahmoud Ali,The Nawab Badahur,1424,1426,they are torturing him,they are not i will not have my grandson made an excuse for an attack on the hospital,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia
Dr. Aziz,Mahmoud Ali,1425,1427,oh my god,they are callendar boasted so before the trial i heard through the tatties he said,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia
